Road Name,Carriageway Start Name,Carriageway End Name,Location,Latest Count,Count Date,Peak Hour,Count Duration,ADT,Peak Traffic,Car (%),LCV (%),MCV (%),HCVI (%),HCVII (%),Bus (%),HCV Total (%),X Coordinate NZTM,Y Coordinate NZTM
MELANESIA RD,LONG DR,ALLUM ST (AT TEE),187,Yes,1015804800000,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764864.5091,5919655.0757
MELANESIA RD,SAGE RD,BADDELEY AVE,731,Yes,756604800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764371.2177,5919845.3671
HOWARD HUNTER AVE,JOHN SHAW DR,LUSH AVE,273,Yes,1242259200000,NA,NA,1838,NA,82,12,5,1,0,0,6,1764711.0899,5917122.3181
ST JOHNS RD,COLLEGE RD RAB,GOWING DR,1868,Yes,613353600000,16:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764286.0339,5917617.755
HARDING AVE (PANMURE),ELLERSLIE PANMURE HIGHWAY,GOLLAN RD,142,Yes,1309478400000,NA,7D,879,NA,98,1,1,0,0,0,1,1764196.0522,5915124.1632
HARDING AVE (PANMURE),TIDEY RD,LUNN AVE,506,Yes,1187136000000,NA,NA,1999,NA,97,2,1,1,0,NA,2,1763955.32,5915301.2923
MARUA RD (ELLERSLIE),BURT RD,HARRIS RD,483,Yes,648864000000,16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763472.4064,5915369.0931
MARUA RD (ELLERSLIE),HARRIS RD,STANHOPE RD,592,Yes,1187740800000,NA,NA,8311,NA,94,1,3,2,0,0,5,1763371.5885,5915409.0916
KHYBER PASS RD,PARKFIELD TCE,HUNTLY AVE,694,Yes,831254400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757628.2067,5918578.4559
NORMANBY RD (MT EDEN),LAUDER ST,RAIL CROSSING,575,Yes,1034812800000,0800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757206.4747,5918334.0138
GRAFTON RD (SOUTH),FERNCROFT ST,PARK RD,517,Yes,561427200000,07:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757526.4311,5919181.5048
ENFIELD ST,MT EDEN RD,HAROLD ST,30,Yes,1052352000000,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756964.4675,5918245.8995
ENFIELD ST,HAROLD ST,MARY ST,61,Yes,1051747200000,NA,NA,3589,NA,NA,NA,NA,NA,NA,NA,NA,1756995.4916,5918250.0652
PUKA ST (MT EDEN),MT EDEN RD,ESPLANADE RD,133,Yes,1269216000000,NA,NA,2345,NA,98,1,1,0,0,0,1,1756916.9502,5917827.5392000005
KOKIRI ST,TE ATATU RD,WIDTH CHANGE (BDY #25/27),30,Yes,1130976000000,NA,7D,1303,NA,86,8,3,2,1,0,6,1746736.4889,5917149.9929
GLENFIELD RD,ESKDALE RD,SPEEDY CRES,506,Yes,1217376000000,NA,24H,21325,NA,85,10,2,1,2,0,5,1753788.81,5926015.28
WAIRAU RD (WEST),TARGET RD,WOODALL PL,2101,Yes,934070400000,NA,24H,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755040.1649,5929211.0045
PUPUKE RD GLENFIELD,BANK ST,TILDEN AVE,148,Yes,1211414400000,NA,24H,15167,NA,85,10,2,1,2,0,5,1754046.8301,5925564.39
KAIPATIKI RD,SUNNYFIELD RD,WAVERLY RD,145,Yes,926985600000,NA,24H,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753448.9236,5928012.535
KAIPATIKI RD,KAIPATIKI RD / EASTON PARK PDE RAB,STANLEY RD,933,Yes,946684800000,NA,NA,10432,NA,NA,NA,NA,NA,NA,NA,NA,1752790.5931,5928095.9017
MANUKA RD (GLENFIELD),BAYVIEW RD,LEIGH TCE,1016,Yes,1308096000000,NA,7D,5722,NA,91,1,3,5,0,0,8,1752721.1166,5928558.0417
ESKDALE RD,FUCHSIA PL,VERBENNA RD,659,Yes,1305072000000,NA,7D,7645,NA,87,1,2,9,1,0,12,1752377.2633,5926696.1601
ARCHERS RD,CHIVALRY RD,GLENFIELD/TAKA BOUNDARY,1580,Yes,1321574400000,NA,7D,12445,NA,82,2,3,11,2,0,16,1755089.7619,5927920.5734
TRISTRAM AVE (EAST),MOTORWAY EASTERN ON RAMP,WEST ABUTMENT M/WAY BRIDGE                                                                          ,581,Yes,788832000000,NA,NA,16629,NA,NA,NA,NA,NA,NA,NA,NA,1755571.6808,5929033.2805
MAHURANGI EAST RD,DAWSON RD,WIDTH CHANGE,4123,Yes,1241654400000,NA,7D,3936,NA,95,2,1,2,0,0,3,1754998.5838,5967322.3523
MAHURANGI EAST RD,GOODALL RD,FIDELIS AVE,4720,Yes,1308268800000,18:00,7D,2411,219,86,8,3,2,1,0,6,1755546.7968,5967116.0489
MAHURANGI EAST RD,FIDELIS AVE,MARINERS GR,4781,Yes,1284595200000,16:00,7D,687,91,93,4,1,2,0,0,3,1755602.76,5967092.28
GREENHITHE RD,BLACKS RD,UPPER HARBOUR DR,2493,Yes,1184976000000,NA,24H,2249,NA,78,10,4,4,4,0,12,1751242.5096,5929263.7
BROWNS BAY RD (EAST),BEACH RD,MASTERTON RD,165,Yes,1314230400000,NA,7D,5556,NA,88,1,3,7,1,0,11,1755603.1939,5934408.0102
LYONS AVE,WESTBOURNE RD,SADDLEBACK RISE,236,Yes,1187395200000,NA,24H,2147,NA,86,8,3,2,1,0,6,1756245.9858,5933464.7402
LYONS AVE,WYOMING AVE,BEACH RD (ROTHESAY BAY),617,Yes,1187395200000,NA,24H,2147,NA,86,8,3,2,1,0,6,1756045.7556,5933791.171
CARLISLE RD,FIRTH RD,FINCHLEY RD,480,Yes,1144800000000,NA,24H,14867,NA,NA,NA,NA,NA,NA,NA,NA,1755416.8702,5935925.6297
CARLISLE RD,FINCHLEY RD,LIMMER PL,639,Yes,1144800000000,NA,24H,14867,NA,NA,NA,NA,NA,NA,NA,NA,1755260.6204,5935946.2401
CARLISLE RD,LIMMER PL,NOR'EAST DR,916,Yes,1144800000000,NA,24H,14867,NA,NA,NA,NA,NA,NA,NA,NA,1754995.0701,5935874.7
CARLISLE RD,NOR'EAST DR,DEVERELL PL,1320,Yes,1144800000000,NA,24H,15683,NA,NA,NA,NA,NA,NA,NA,NA,1754615.2499,5935948.26
DEEP CREEK RD,HOLT AVE,ALEXANDER AVE,87,Yes,1140048000000,NA,24H,7867,NA,85,10,2,1,2,0,5,1755696,5935991.27
DEEP CREEK RD,ALEXANDER AVE,WEATHERLY RD,510,Yes,1140048000000,NA,24H,7867,NA,85,10,2,1,2,0,5,1755927.4501,5936338.66
DEEP CREEK RD,GLAMORGAN DR,KILLARNEY AVE,1229,Yes,1174089600000,NA,24H,6821,NA,85,10,2,1,2,0,5,1756288.3899,5936942.8397
HASTINGS RD,CHANGE IN WIDTH,KILDUFF PL,83,Yes,911174400000,NA,24H,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756471.3403,5932650.816
LITTLE KNIGHTS RD,BEACH RD,NA,0,Yes,1187395200000,NA,24H,3749,NA,86,8,3,2,1,0,6,1756014,5934030.88
KNIGHTS RD (ROTHESAY BAY),CALYPSO PL,SHEARWATER RISE,517,Yes,1187395200000,NA,24H,3749,NA,86,8,3,2,1,0,6,1755472.1476,5933890.0497
KNIGHTS RD (ROTHESAY BAY),SHEARWATER RISE,BROWNS BAY RD,705,Yes,1187395200000,NA,24H,3749,NA,86,8,3,2,1,0,6,1755303.4115,5933821.4263
KOWHAI RD (CAMPBELLS BAY),CHANNEL VIEW RD,EAST COAST RD,1106,Yes,1265760000000,9:00,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756217.4194,5931702.0931
REWI ST,TIPAU ST,OREWA ST,187,Yes,926985600000,NA,24H,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756800.4802,5937360.0701
WILLIS ST (TORBAY),BEACH RD,TOROA ST,170,Yes,1329177600000,NA,7D,308,NA,91,1,2,5,1,0,8,1756531.1767,5937614.4466
WOODLANDS CRES,CAPRICORN PL,CARLISLE RD,771,Yes,1331251200000,NA,7D,983,NA,95,1,1,2,1,0,4,1755490.9966,5935598.5948
SUNNYVALE RD (WAITAKERE),KAY RD,CROWS RD (POWERPOLE LHS),40,Yes,466300800000,NA,7D,314,NA,81,9,3,4,3,0,10,1739646.9662,5920220.3293
TIRONUI RD,TIRONUI STATION RD WEST,WALTERS RD (LHS),359,Yes,1102291200000,NA,NA,1905,NA,94,2,3,1,0,0,4,1771814.1142,5897687.9377
LONGFORD PARK DR,GREAT SOUTH RD RAB,LONGFORD PARK DR RAB,100,Yes,1094601600000,NA,NA,2699,NA,97,1,2,0,0,0,2,1771388.4856,5897804.8826
MEADOWLAND DR,CLYDESDALE AVE,RENWAY RISE,367,Yes,897523200000,NA,NA,8327,NA,NA,NA,NA,NA,NA,NA,NA,1772034.8523,5913055.2125
MEADOWLAND DR,CURRELL WAY,SANDSPIT RD,1400,Yes,1129680000000,08:00,NA,4584,594,97,1,2,0,0,0,2,1772932.275,5913480.1807
BARRON DR,VARDON RD,LEX AVE,50,Yes,177292800000,NA,7D,119,NA,86,8,3,2,1,0,6,1749561.4708,5911380.1842
VARDON RD,GODLEY RD,BARRON DR,160,Yes,1116633600000,NA,7D,1314,NA,86,8,3,2,1,0,6,1749620.2064,5911392.4315
LANDSCAPE RD (MT EDEN),DOMINION RD,ROSEDALE AVE,138,Yes,807235200000,NA,NA,4195,NA,86,8,3,2,1,0,6,1755568.8696,5915190.4061
LANDSCAPE RD (MT EDEN),ROSEDALE AVE,KAIN ST,198,Yes,773020800000,NA,NA,4059,NA,86,8,3,2,1,0,6,1755626.8178,5915174.6545
LANDSCAPE RD (MT EDEN),KAIN ST,WAITOMO AVE,287,Yes,807235200000,NA,NA,4120,NA,NA,NA,NA,NA,NA,NA,NA,1755712.8297,5915151.5361
LANDSCAPE RD (MT EDEN),WAITOMO AVE,WHITWORTH RD,436,Yes,448156800000,NA,NA,3266,NA,86,8,3,2,1,0,6,1755856.6616,5915112.183
LANDSCAPE RD (MT EDEN),MT EDEN RD,ST ANDREWS RD,1586,Yes,830995200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756965.9625,5914805.6078
ST ANDREWS RD,MT ALBERT RD,ROWAN CRT,259,Yes,1139702400000,NA,NA,3196,NA,98,1,1,0,0,0,1,1756898.2058,5914007.7676
ST ANDREWS RD,GORRIE AVE,QUENTIN AVE,478,Yes,683769600000,NA,NA,3436,NA,NA,NA,NA,NA,NA,NA,NA,1756955.6416,5914218.1769
ST ANDREWS RD,SELWYN RD,LANDSCAPE RD,990,Yes,760060800000,NA,NA,4564,NA,NA,NA,NA,NA,NA,NA,NA,1757088.8907,5914710.059
ST ANDREWS RD,LANDSCAPE RD,EMPIRE RD,1213,Yes,760060800000,NA,NA,4784,NA,NA,NA,NA,NA,NA,NA,NA,1757147.3581,5914924.1595
ST ANDREWS RD,ST LEONARDS RD,WATLING ST,1570,Yes,607651200000,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757241.3061,5915265.1702
ST ANDREWS RD,WATLING ST,MERIVALE AVE / ST ANDREWS RD SLIP,1972,Yes,534643200000,NA,NA,6141,NA,NA,NA,NA,NA,NA,NA,NA,1757347.0175,5915652.2854
WAIMUMU RD,HEWLETT RD,DON BUCK RD,1590,Yes,710553600000,NA,7D,2734,NA,86,8,3,2,1,0,6,1743500.5872,5921152.5559
HUIA RD (WAITAKERE),SYLVAN VALLEY AVE,WOODLANDS PARK RD RAB,3104,Yes,996364800000,NA,7D,4038,NA,86,8,3,2,1,0,6,1745167.9838,5909539.3784
GREAT NORTH RD (WAITAKERE),WHAU RIVER BRIDGE (2ND ABUTMENT),PORTAGE RD,93,Yes,1316995200000,NA,7D,21128,NA,95,2,2,0,NA,0,2,1750481.508,5914518.5218
GREAT NORTH RD (WAITAKERE),PORTAGE RD,STOCK ST,138,Yes,1109635200000,NA,7D,25405,NA,85,10,2,1,2,0,5,1750448.1013,5914488.2467
GREAT NORTH RD (WAITAKERE),BENTINCK ST (LIGHTPOLE RHS),VERONICA ST (LHS),405,Yes,568166400000,NA,7D,24767,NA,85,10,2,1,2,0,5,1750250.407,5914315.1882
GREAT NORTH RD (WAITAKERE),WATERS PL,FRUITVALE RD,2024,Yes,568166400000,NA,7D,25072,NA,NA,NA,NA,NA,NA,NA,NA,1748800.7427,5913876.757
GREAT NORTH RD (WAITAKERE),HEPBURN RD,AWAROA RD,4459,Yes,1080432000000,NA,7D,17406,NA,83,10,3,2,NA,0,5,1746871.9734,5915236.181
GREAT NORTH RD (WAITAKERE),FELGROVE ST,KIRBY ST,5268,Yes,295574400000,NA,7D,17916,NA,85,10,2,1,2,0,5,1746556.3439,5915907.8631
GREAT NORTH RD (WAITAKERE),WIDTH CHANGE (SUMP RHS),MT LEBANON LANE (MANHOLE RHS),7811,Yes,1079222400000,NA,7D,15961,NA,85,10,2,1,2,0,5,1745120.2777,5917665.8021
MOORE ST (HOWICK),PICTON ST,CENTRAL TCE,50,Yes,993254400000,NA,NA,3220,NA,NA,NA,NA,NA,NA,NA,NA,1772189.5632,5915002.1527
MOORE ST (HOWICK),CENTRAL TCE,FENCIBLE DR RAB,100,Yes,1064361600000,NA,NA,2921,NA,NA,NA,NA,NA,NA,NA,NA,1772149.5676,5914968.6646
MOORE ST (HOWICK),RODNEY ST RAB,UNION ST,1147,Yes,1146268800000,16:00,NA,4306,509,98,1,1,0,0,0,1,1771657.193,5914068.9456
SCHISCHKA RD,S HWAY 1,RURAL/URBAN,50,Yes,1329091200000,14:00,7D,810,101,81,9,3,4,3,0,10,1752540.5521,5955100.1143
SCHISCHKA RD,RURAL/URBAN,END OF SEAL,190,Yes,1158019200000,NA,NA,320,NA,86,8,3,2,1,0,6,1752603.3473,5955227.4891
WAIWERA RD,S HWAY 1,WERANUI RD,50,Yes,1330387200000,15:00,7D,2004,187,93,0,3,2,NA,0,5,1752585.51,5954518.2345
WAIWERA RD,WERANUI RD,START OF ISLAND,218,Yes,1329177600000,15:00,7D,1736,166,92,0,4,2,NA,0,6,1752559.7818,5954393.89
WERANUI RD (RURAL),UPPER OREWA RD,LLOYD DR,10370,Yes,1245369600000,19:00,7D,297,32,92,3,2,3,0,0,5,1745884.5704,5950574.2846
WERANUI RD (RURAL),MONOWAI RD,PALLISER DOWNS DR,14656,Yes,1245974400000,10:00,7D,489,74,91,2,3,3,NA,0,6,1742259.441,5949328.3408
WERANUI RD (RURAL),PALLISER DOWNS DR,HARURU RD,14970,Yes,974678400000,08:00,NA,368,56,NA,NA,NA,NA,NA,NA,NA,1742251.4501,5949012.898
WERANUI RD (RURAL),HARURU RD,WAITOKI RD,15720,Yes,1245974400000,10:00,7D,1101,146,79,2,5,5,NA,0,10,1742347.2959,5948300.329
EMPIRE RD (EPSOM),THE DRIVE,CORONATION RD,574,Yes,1328745600000,NA,7D,1569,NA,82,6,10,0,NA,0,10,1757425.1129,5914975.9429
PARKCREST DR,SUMMERLAND DR,PARKRIDGE WAY,60,Yes,1212969600000,NA,7D,193,NA,86,8,3,2,1,0,6,1743577.6164,5917488.0356
SHELLY BEACH PDE,PAH RD (START ISLAND RHS),START OF CARPARK,176,Yes,1188345600000,14:00,NA,532,101,97,0,3,0,0,0,3,1773818.9242,5914387.5447
PHILLIPS RD (CLEVEDON),NESS VALLEY RD,END (PHILLIPS CULVERT),48,Yes,726537600000,NA,NA,251,NA,81,9,3,4,3,0,10,1789866.6486,5903395.346
WALLACE RD (PAPATOETOE),GRANDE VUE RD,FITZROY ST,679,Yes,1322092800000,1700,NA,5262,500,97,1,2,0,0,0,2,1765239.3482,5905148.3034
WALLACE RD (PAPATOETOE),FITZROY ST,PUHINUI RD,922,Yes,813801600000,NA,NA,5172,NA,86,8,3,2,1,0,6,1765330.921,5904923.8665
YORK RD,FITZROY ST RAB,VICTORIA RD,210,Yes,1041984000000,NA,NA,675,NA,NA,NA,NA,NA,NA,NA,NA,1765804.7669,5905213.8105
KARAKA RD (BEACHLANDS),SUNKIST BAY RD,BELL RD,388,Yes,1229472000000,18:00,7D,794,87,96,2,2,0,0,0,2,1777902.145,5915783.63
KARAKA RD (BEACHLANDS),BELL RD,SHELLY BAY RD,722,Yes,1164326400000,16:00,NA,591,69,94,2,3,1,0,0,4,1778220.4231,5915685.8646
KARAKA RD (BEACHLANDS),SHELLY BAY RD,END,1147,Yes,1022025600000,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,1778629.5607,5915563.1616
